Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
tata sampannpaneer,4.2,104.0,2024-11-18,2024-12-18,30,Medium,1.0,183,11.5,-232885433888884.97,681
bb popularfenugreek/methi44099,4.0,620.0,2023-06-13,2023-07-13,30,Medium,1.0,0,16.5,Product is expired,71
bb popularcumin/jeera/jeerige,4.1,440.0,2022-10-02,2022-11-01,30,Medium,1.0,0,16.5,Product is expired,69
zofffenugreek seeds4.1233,4.1,26.0,2024-03-18,2024-04-17,30,Medium,1.0,0,16.5,Product is expired,740
aashirvaadkashmiri mirch,4.1,140.0,2024-05-10,2024-06-09,30,Medium,1.0,0,16.5,Product is expired,12
bb royalpaneer,4.1,80.0,2023-11-26,2023-12-26,30,Medium,1.0,0,16.5,Product is expired,137
bb royalmagic,3.5,80.0,2023-05-19,2023-06-18,30,Low,0.0,0,19.0,Product is expired,127
tata sampanncoriander/dhania,4.1,205.0,2022-11-06,2022-12-06,30,Medium,1.0,0,16.5,Product is expired,668
aachimasala -,4.2,34.0,2025-02-16,2025-03-18,30,Medium,1.0,273,11.5,-4.999062631318068e+21,4
zoffindian bay,4.2,30.0,2024-05-13,2024-06-12,30,Medium,1.0,0,16.5,Product is expired,742
bb royaljeera,4.1,240.0,2022-11-07,2022-12-07,30,Medium,1.0,0,16.5,Product is expired,117
bb popularajwain,4.0,278.0,2024-07-29,2024-08-28,30,Medium,1.0,71,11.5,-116369.21,64
bb royalananas,4.0,200.0,2023-11-19,2023-12-19,30,Medium,1.0,0,16.5,Product is expired,89
mai rasoipizza,3.5,60.0,2024-12-12,2025-01-11,30,Low,0.0,207,14.0,-1.987485392720072e+16,418
bb royalorganic,4.0,120.0,2024-12-09,2025-01-08,30,Medium,1.0,204,11.5,-1.7919548237220576e+16,136
bb royalcoriander,4.0,213.0,2023-06-24,2023-07-24,30,Medium,1.0,0,16.5,Product is expired,106
catchraita masala,4.2,90.0,2025-04-05,2025-05-05,30,Medium,1.0,321,11.5,-1.9537959119307705e+26,219
catchsambhar masala4.11206,4.1,70.0,2024-12-13,2025-01-12,30,Medium,1.0,208,11.5,-2.326373467951712e+16,222
catchchatpata chat,4.1,65.0,2023-10-03,2023-11-02,30,Medium,1.0,0,16.5,Product is expired,208
zoffchicken masala,4.1,105.0,2024-04-13,2024-05-13,30,Medium,1.0,0,16.5,Product is expired,738
zoffchaat masala,3.8,105.0,2024-02-02,2024-03-03,30,Low,0.0,0,19.0,Product is expired,737
zoffchole masala,3.8,105.0,2023-04-20,2023-05-20,30,Low,0.0,0,19.0,Product is expired,739
zoffmeat masala,3.8,105.0,2024-12-12,2025-01-11,30,Low,0.0,207,14.0,-3.478099437260126e+16,744
tata sampanngaram,4.1,85.0,2025-01-05,2025-02-04,30,Medium,1.0,231,11.5,-2.8103145932674196e+18,673
bb popularfenugreek/methi44099,4.0,620.0,2023-05-28,2023-06-27,30,Medium,1.0,0,16.5,Product is expired,71
bb popularcumin/jeera/jeerige,4.1,440.0,2022-09-17,2022-10-17,30,Medium,1.0,0,16.5,Product is expired,69
zofffenugreek seeds4.1233,4.1,26.0,2025-02-04,2025-03-06,30,Medium,1.0,261,11.5,-3.467977349190523e+20,740
aashirvaadkashmiri mirch,4.1,140.0,2022-12-02,2023-01-01,30,Medium,1.0,0,16.5,Product is expired,12
bb royalpaneer,4.1,80.0,2023-01-03,2023-02-02,30,Medium,1.0,0,16.5,Product is expired,137
bb royalmagic,3.5,80.0,2024-06-30,2024-07-30,30,Low,0.0,42,14.0,-112.26,127
catchjeera powder4.17638,4.1,180.0,2023-06-04,2023-07-04,30,Medium,1.0,0,16.5,Product is expired,214
aachimasala -,4.2,34.0,2022-12-28,2023-01-27,30,Medium,1.0,0,16.5,Product is expired,4
zoffindian bay,4.2,30.0,2024-05-07,2024-06-06,30,Medium,1.0,0,16.5,Product is expired,742
bb royaljeera,4.1,240.0,2024-01-18,2024-02-17,30,Medium,1.0,0,16.5,Product is expired,117
bb popularajwain,4.0,278.0,2022-09-21,2022-10-21,30,Medium,1.0,0,16.5,Product is expired,64
mai rasoipizza,3.5,60.0,2023-01-25,2023-02-24,30,Low,0.0,0,19.0,Product is expired,418
bb royalorganic,4.0,120.0,2023-12-02,2024-01-01,30,Medium,1.0,0,16.5,Product is expired,136
bb royalcoriander,4.0,213.0,2024-10-09,2024-11-08,30,Medium,1.0,143,11.5,-160004698110.13,106
catchraita masala,4.2,90.0,2024-08-11,2024-09-10,30,Medium,1.0,84,11.5,-507354.94,219
catchsambhar masala4.11206,4.1,70.0,2023-01-31,2023-03-02,30,Medium,1.0,0,16.5,Product is expired,222
mtrhing powder4.13255,4.1,90.0,2023-07-27,2023-08-26,30,Medium,1.0,0,16.5,Product is expired,457
catchchatpata chat,4.1,65.0,2023-10-03,2023-11-02,30,Medium,1.0,0,16.5,Product is expired,208
zoffchicken masala,4.1,105.0,2022-11-22,2022-12-22,30,Medium,1.0,0,16.5,Product is expired,738
zoffchaat masala,3.8,105.0,2024-10-12,2024-11-11,30,Low,0.0,146,14.0,-174964248147.86,737
zoffchole masala,3.8,105.0,2023-06-24,2023-07-24,30,Low,0.0,0,19.0,Product is expired,739
zoffmeat masala,3.8,105.0,2025-02-27,2025-03-29,30,Low,0.0,284,14.0,-1.6961998303396077e+23,744
bb popularmustard/sasive/rai,4.0,116.0,2024-05-25,2024-06-24,30,Medium,1.0,6,11.5,13.23,78
tastygramtandoori barbeque,4.9,90.0,2025-03-01,2025-03-31,30,High,,286,8.0,-1.2393956566704762e+23,661
tastygramshahi paneer,5.0,75.0,2023-10-15,2023-11-14,30,High,,0,13.0,Product is expired,660
storieshariyali masala,5.0,59.0,2024-04-09,2024-05-09,30,High,,0,13.0,Product is expired,621
bb royalorganic,4.1,488.0,2024-06-06,2024-07-06,30,Medium,1.0,18,11.5,51.03,136
tastygramveg biryani,4.9,140.0,2022-08-03,2022-09-02,30,High,,0,13.0,Product is expired,662
bb royalmace/javitri4.12511,4.1,100.0,2025-03-02,2025-04-01,30,Medium,1.0,287,11.5,-2.4178770340769688e+23,126
mai rasoigaram,4.3,31.0,2023-12-05,2024-01-04,30,Medium,1.0,0,16.5,Product is expired,411
keyapasta masala4.285,4.2,60.0,2025-01-09,2025-02-08,30,Medium,1.0,235,11.5,-4.414920105357379e+18,384
catchitalian seasoning,4.1,149.0,2023-02-16,2023-03-18,30,Medium,1.0,0,16.5,Product is expired,213
tastygramtandoori barbeque,4.9,90.0,2024-05-10,2024-06-09,30,High,,0,13.0,Product is expired,661
tastygramshahi paneer,5.0,75.0,2022-09-27,2022-10-27,30,High,,0,13.0,Product is expired,660
storieshariyali masala,5.0,59.0,2023-07-02,2023-08-01,30,High,,0,13.0,Product is expired,621
tastygramveg biryani,4.9,140.0,2023-04-02,2023-05-02,30,High,,0,13.0,Product is expired,662
mai rasoigaram,4.3,31.0,2023-03-16,2023-04-15,30,Medium,1.0,0,16.5,Product is expired,411
keyapasta masala4.285,4.2,60.0,2023-12-24,2024-01-23,30,Medium,1.0,0,16.5,Product is expired,384
tata sampannturmeric/haldi,4.2,175.0,2024-02-01,2024-03-02,30,Medium,1.0,0,16.5,Product is expired,686
catchitalian seasoning,4.1,149.0,2024-05-16,2024-06-15,30,Medium,1.0,0,16.5,Product is expired,213
easternbiryani masala,4.1,176.0,2024-04-28,2024-05-28,30,Medium,1.0,0,16.5,Product is expired,273
dayplusgaram masala,3.6,140.0,2023-01-05,2023-02-04,30,Low,0.0,0,19.0,Product is expired,258
jalandra's taste,3.8,159.0,2024-05-02,2024-06-01,30,Low,0.0,0,19.0,Product is expired,368
tastygrambombay biryani,3.0,135.0,2023-06-26,2023-07-26,30,Low,0.0,0,19.0,Product is expired,657
bb royalturmeric,4.1,285.0,2024-12-10,2025-01-09,30,Medium,1.0,205,11.5,-5.198159089957266e+16,161
catchrajma masala,4.1,78.0,2023-10-14,2023-11-13,30,Medium,1.0,0,16.5,Product is expired,220
dayplusgaram masala,3.6,140.0,2023-08-13,2023-09-12,30,Low,0.0,0,19.0,Product is expired,258
jalandra's taste,3.8,159.0,2022-09-03,2022-10-03,30,Low,0.0,0,19.0,Product is expired,368
tastygrambombay biryani,3.0,135.0,2023-07-02,2023-08-01,30,Low,0.0,0,19.0,Product is expired,657
bb royalsambar,3.8,40.0,2022-09-04,2022-10-04,30,Low,0.0,0,19.0,Product is expired,151
mtrmasala -,4.1,280.0,2022-09-20,2022-10-20,30,Medium,1.0,0,16.5,Product is expired,458
catchsabzi masala4.11391,4.1,130.0,2022-09-08,2022-10-08,30,Medium,1.0,0,16.5,Product is expired,221
tata sampannchilli/lal,4.2,315.0,2023-10-22,2023-11-21,30,Medium,1.0,0,16.5,Product is expired,667
catchkasuri methi4.22586,4.2,112.0,2024-09-04,2024-10-04,30,Medium,1.0,108,11.5,-76720196.73,216
bb royalpav,4.0,80.0,2023-02-15,2023-03-17,30,Medium,1.0,0,16.5,Product is expired,139
mtrmasala -,4.2,100.0,2024-10-10,2024-11-09,30,Medium,1.0,144,11.5,-91751258026.16,458
bharat masalaturmeric,4.0,43.0,2023-05-30,2023-06-29,30,Medium,1.0,0,16.5,Product is expired,169
bb popularcardamom,3.9,295.0,2024-04-28,2024-05-28,30,Medium,1.0,0,16.5,Product is expired,66
"keyamixed herb,",4.4,109.0,2023-03-07,2023-04-06,30,Medium,1.0,0,16.5,Product is expired,383
tata sampannchicken,4.2,97.0,2022-08-24,2022-09-23,30,Medium,1.0,0,16.5,Product is expired,666
catchchana masala,4.2,80.0,2022-08-24,2022-09-23,30,Medium,1.0,0,16.5,Product is expired,207
catchshahi paneer,4.1,200.0,2022-09-08,2022-10-08,30,Medium,1.0,0,16.5,Product is expired,223
happychefnoodle masala,4.0,109.0,2024-09-12,2024-10-12,30,Medium,1.0,116,11.5,-369819163.83,332
on1ysalad seasoning,4.5,278.0,2023-08-02,2023-09-01,30,Medium,1.0,0,16.5,Product is expired,509
bb popularfennel/saunf/sompu,3.9,88.0,2023-05-11,2023-06-10,30,Medium,1.0,0,16.5,Product is expired,70
zoffsabji masala,4.1,105.0,2024-08-07,2024-09-06,30,Medium,1.0,80,11.5,-265957.5,745
catchgaram masala4.11980,4.1,180.0,2023-03-23,2023-04-22,30,Medium,1.0,0,16.5,Product is expired,212
zoffkasoori methi,4.0,40.0,2022-09-29,2022-10-29,30,Medium,1.0,0,16.5,Product is expired,743
catchchicken masala4.11520,4.1,164.0,2024-04-23,2024-05-23,30,Medium,1.0,0,16.5,Product is expired,210
organic tattvaorganic,4.3,115.0,2023-09-05,2023-10-05,30,Medium,1.0,0,16.5,Product is expired,520
mtrwow magic,4.0,60.0,2024-07-24,2024-08-23,30,Medium,1.0,66,11.5,-9235.17,463
on1yoregano herb,4.5,198.0,2024-10-17,2024-11-16,30,Medium,1.0,151,11.5,-736698003110.73,507
catchmeat masala4.1915,4.1,150.0,2023-07-29,2023-08-28,30,Medium,1.0,0,16.5,Product is expired,217
on1yall-purpose seasoning,3.9,139.0,2023-12-27,2024-01-26,30,Medium,1.0,0,16.5,Product is expired,506
keyatacos nachos,5.0,119.0,2023-10-27,2023-11-26,30,High,,0,13.0,Product is expired,386
aashirvaadsabji masala4.227,4.2,90.0,2023-03-26,2023-04-25,30,Medium,1.0,0,16.5,Product is expired,22
on1ypasta seasoning,4.6,198.0,2023-03-12,2023-04-11,30,High,,0,13.0,Product is expired,508
orikaitalian seasoning,4.6,95.0,2023-10-10,2023-11-09,30,High,,0,13.0,Product is expired,523
zoffshahi paneer,4.1,105.0,2024-02-19,2024-03-20,30,Medium,1.0,0,16.5,Product is expired,746
catchdal makhani,4.1,80.0,2023-07-13,2023-08-12,30,Medium,1.0,0,16.5,Product is expired,211
bb popularcassia,4.1,60.0,2023-10-26,2023-11-25,30,Medium,1.0,0,16.5,Product is expired,67
catchkasuri methi4.22586,4.2,112.0,2023-11-08,2023-12-08,30,Medium,1.0,0,16.5,Product is expired,216
bb royalpav,4.0,80.0,2023-11-27,2023-12-27,30,Medium,1.0,0,16.5,Product is expired,139
everesttikhalal chilli,4.1,290.0,2022-09-01,2022-10-01,30,Medium,1.0,0,16.5,Product is expired,293
bharat masalaturmeric,4.0,43.0,2023-08-23,2023-09-22,30,Medium,1.0,0,16.5,Product is expired,169
bb popularcardamom,3.9,295.0,2024-08-25,2024-09-24,30,Medium,1.0,98,11.5,-27347918.15,66
"keyamixed herb,",4.4,109.0,2024-07-16,2024-08-15,30,Medium,1.0,58,11.5,-3377.26,383
tata sampannchicken,4.2,97.0,2023-11-22,2023-12-22,30,Medium,1.0,0,16.5,Product is expired,666
catchchana masala,4.2,80.0,2024-12-03,2025-01-02,30,Medium,1.0,198,11.5,-3598176139421545.0,207
catchshahi paneer,4.1,200.0,2024-03-27,2024-04-26,30,Medium,1.0,0,16.5,Product is expired,223
happychefnoodle masala,4.0,109.0,2023-12-09,2024-01-08,30,Medium,1.0,0,16.5,Product is expired,332
on1ysalad seasoning,4.5,278.0,2024-03-26,2024-04-25,30,Medium,1.0,0,16.5,Product is expired,509
bb royalorganic,4.0,197.0,2024-08-01,2024-08-31,30,Medium,1.0,74,11.5,-150276.14,136
zoffsabji masala,4.1,105.0,2024-03-09,2024-04-08,30,Medium,1.0,0,16.5,Product is expired,745
catchgaram masala4.11980,4.1,180.0,2023-09-02,2023-10-02,30,Medium,1.0,0,16.5,Product is expired,212
zoffkasoori methi,4.0,40.0,2024-07-29,2024-08-28,30,Medium,1.0,71,11.5,-16743.77,743
catchchicken masala4.11520,4.1,164.0,2024-11-25,2024-12-25,30,Medium,1.0,190,11.5,-1489241429045338.8,210
organic tattvaorganic,4.3,115.0,2025-01-14,2025-02-13,30,Medium,1.0,240,11.5,-2.300191110160863e+19,520
mtrwow magic,4.0,60.0,2022-12-06,2023-01-05,30,Medium,1.0,0,16.5,Product is expired,463
on1yoregano herb,4.5,198.0,2023-09-12,2023-10-12,30,Medium,1.0,0,16.5,Product is expired,507
catchturmeric powder/arisina,4.1,170.0,2022-08-06,2022-09-05,30,Medium,1.0,0,16.5,Product is expired,225
catchmeat masala4.1915,4.1,150.0,2022-10-13,2022-11-12,30,Medium,1.0,0,16.5,Product is expired,217
on1yall-purpose seasoning,3.9,139.0,2024-11-11,2024-12-11,30,Medium,1.0,176,11.5,-76755854722180.0,506
keyatacos nachos,5.0,119.0,2023-11-20,2023-12-20,30,High,,0,13.0,Product is expired,386
aashirvaadsabji masala4.227,4.2,90.0,2024-10-29,2024-11-28,30,Medium,1.0,163,11.5,-3691250921720.12,22
on1ypasta seasoning,4.6,198.0,2022-09-23,2022-10-23,30,High,,0,13.0,Product is expired,508
orikaitalian seasoning,4.6,95.0,2024-06-10,2024-07-10,30,High,,22,8.0,6.07,523
zoffshahi paneer,4.1,105.0,2023-04-15,2023-05-15,30,Medium,1.0,0,16.5,Product is expired,746
catchdal makhani,4.1,80.0,2023-05-28,2023-06-27,30,Medium,1.0,0,16.5,Product is expired,211
tastygramchaat masala,5.0,65.0,2023-07-22,2023-08-21,30,High,,0,13.0,Product is expired,658
desilalgaram masala,5.0,36.0,2024-09-26,2024-10-26,30,High,,130,8.0,-1397275759.9,261
mtrrasam masala,4.2,135.0,2023-10-09,2023-11-08,30,Medium,1.0,0,16.5,Product is expired,460
bb popularmustard/sasive/rai,4.0,60.0,2023-12-19,2024-01-18,30,Medium,1.0,0,16.5,Product is expired,78
bb royalorganic,4.0,358.0,2025-01-01,2025-01-31,30,Medium,1.0,227,11.5,-5.318430079094334e+18,136
mtrpuliogare masala,4.2,125.0,2024-05-25,2024-06-24,30,Medium,1.0,6,11.5,14.26,459
tastygramchaat masala,5.0,65.0,2022-12-03,2023-01-02,30,High,,0,13.0,Product is expired,658
desilalgaram masala,5.0,36.0,2023-12-06,2024-01-05,30,High,,0,13.0,Product is expired,261
bb royalorganic,4.0,988.0,2023-12-30,2024-01-29,30,Medium,1.0,0,16.5,Product is expired,136
bb royalchilli,4.0,920.0,2024-06-12,2024-07-12,30,Medium,1.0,24,11.5,73.93,104
shashakitchen king,5.0,92.0,2024-01-21,2024-02-20,30,High,,0,13.0,Product is expired,594
tata sampannchhole,4.2,93.0,2024-10-24,2024-11-23,30,Medium,1.0,158,11.5,-1403199837176.08,665
chukdechat masala,3.8,90.0,2023-12-13,2024-01-12,30,Low,0.0,0,19.0,Product is expired,239
urban flavorzitalian,5.0,110.0,2024-12-31,2025-01-30,30,High,,226,8.0,-9.307356794237418e+17,707
keyaperi peri,4.3,119.0,2024-07-31,2024-08-30,30,Medium,1.0,73,11.5,-74318.58,385
tastygramchai masala,4.8,98.0,2022-10-13,2022-11-12,30,High,,0,13.0,Product is expired,659
zoffgaram masala,4.0,105.0,2025-02-13,2025-03-15,30,Medium,1.0,270,11.5,-8.472708613857891e+21,741
catchchhole masala,4.1,87.0,2024-04-12,2024-05-12,30,Medium,1.0,0,16.5,Product is expired,209
shashakitchen king,5.0,92.0,2023-08-20,2023-09-19,30,High,,0,13.0,Product is expired,594
mai rasoigaram,3.8,80.0,2023-01-16,2023-02-15,30,Low,0.0,0,19.0,Product is expired,411
chukdechat masala,3.8,90.0,2024-08-01,2024-08-31,30,Low,0.0,74,14.0,-83578.87,239
urban flavorzitalian,5.0,110.0,2024-10-22,2024-11-21,30,High,,156,8.0,-773933447326.41,707
catchsuper garam,4.1,85.0,2023-04-10,2023-05-10,30,Medium,1.0,0,16.5,Product is expired,224
everestmasala -,4.2,332.0,2023-05-20,2023-06-19,30,Medium,1.0,0,16.5,Product is expired,291
tastygramchai masala,4.8,98.0,2024-01-05,2024-02-04,30,High,,0,13.0,Product is expired,659
zoffgaram masala,4.0,105.0,2024-05-27,2024-06-26,30,Medium,1.0,8,11.5,11.93,741
tata sampanndal,4.3,85.0,2024-10-07,2024-11-06,30,Medium,1.0,141,11.5,-42801034321.96,670
urban flavorzpasta,4.7,110.0,2023-09-29,2023-10-29,30,High,,0,13.0,Product is expired,708
sunrise purepure,4.6,82.0,2023-06-18,2023-07-18,30,High,,0,13.0,Product is expired,632
chukdedahi raita,4.5,120.0,2022-12-27,2023-01-26,30,Medium,1.0,0,16.5,Product is expired,240
aashirvaadchaat masala4.520,4.5,90.0,2024-07-30,2024-08-29,30,Medium,1.0,72,11.5,-46016.79,9
zoffstarter basic,4.5,270.0,2025-02-09,2025-03-11,30,Medium,1.0,266,11.5,-9.789514417881867e+21,747
bb royalchilli/mirchi,4.0,120.0,2022-10-18,2022-11-17,30,Medium,1.0,0,16.5,Product is expired,105
sunrise purepure,4.4,70.0,2024-04-17,2024-05-17,30,Medium,1.0,0,16.5,Product is expired,632
on1ythyme4.513 ratings2x18,4.5,198.0,2023-08-23,2023-09-22,30,Medium,1.0,0,16.5,Product is expired,510
jkitalian seasoning,4.5,130.0,2024-12-30,2025-01-29,30,Medium,1.0,225,11.5,-1.2945713363387067e+18,372
bb royalkitchen,4.0,108.0,2023-01-16,2023-02-15,30,Medium,1.0,0,16.5,Product is expired,123
urban flavorzpasta,4.7,110.0,2023-02-14,2023-03-16,30,High,,0,13.0,Product is expired,708
aashirvaadkitchen king,3.9,105.0,2023-02-06,2023-03-08,30,Medium,1.0,0,16.5,Product is expired,13
sunrise purepure,4.6,82.0,2024-01-07,2024-02-06,30,High,,0,13.0,Product is expired,632
chukdedahi raita,4.5,120.0,2023-11-18,2023-12-18,30,Medium,1.0,0,16.5,Product is expired,240
aashirvaadchaat masala4.520,4.5,90.0,2024-05-01,2024-05-31,30,Medium,1.0,0,16.5,Product is expired,9
zoffstarter basic,4.5,270.0,2023-05-17,2023-06-16,30,Medium,1.0,0,16.5,Product is expired,747
tata sampannpav,4.2,95.0,2022-11-21,2022-12-21,30,Medium,1.0,0,16.5,Product is expired,682
sunrise purepure,4.4,70.0,2023-07-26,2023-08-25,30,Medium,1.0,0,16.5,Product is expired,632
on1ythyme4.513 ratings2x18,4.5,198.0,2023-01-27,2023-02-26,30,Medium,1.0,0,16.5,Product is expired,510
jkitalian seasoning,4.5,130.0,2024-05-07,2024-06-06,30,Medium,1.0,0,16.5,Product is expired,372
bb royalchanna,4.1,74.0,2022-10-22,2022-11-21,30,Medium,1.0,0,16.5,Product is expired,103
everestpowder -,4.2,100.0,2023-11-22,2023-12-22,30,Medium,1.0,0,16.5,Product is expired,292
catchpav bhaji,4.2,84.0,2023-07-12,2023-08-11,30,Medium,1.0,0,16.5,Product is expired,218
bb royalorganic,4.1,64.0,2024-06-29,2024-07-29,30,Medium,1.0,41,11.5,-59.06,136
aashirvaadshahi garam,4.1,125.0,2025-01-20,2025-02-19,30,Medium,1.0,246,11.5,-8.30098198953616e+19,25
everestpowder -,4.2,152.0,2023-01-31,2023-03-02,30,Medium,1.0,0,16.5,Product is expired,292
easternkebab masala,4.2,110.0,2023-09-07,2023-10-07,30,Medium,1.0,0,16.5,Product is expired,274
mtrmasala -,4.1,30.0,2025-03-25,2025-04-24,30,Medium,1.0,310,11.5,-7.216225261244837e+24,458
tata sampannpaneer,4.2,104.0,2023-10-06,2023-11-05,30,Medium,1.0,0,16.5,Product is expired,681
bb royalorganic,4.1,117.0,2023-08-24,2023-09-23,30,Medium,1.0,0,16.5,Product is expired,136
bb popularcassia,4.1,60.0,2024-09-20,2024-10-20,30,Medium,1.0,124,11.5,-1008289738.98,67
everesttikhalal chilli,4.1,290.0,2023-11-12,2023-12-12,30,Medium,1.0,0,16.5,Product is expired,293
bb royalorganic,4.0,197.0,2024-03-10,2024-04-09,30,Medium,1.0,0,16.5,Product is expired,136
catchturmeric powder/arisina,4.1,170.0,2024-04-23,2024-05-23,30,Medium,1.0,0,16.5,Product is expired,225
mtrrasam masala,4.2,135.0,2024-06-14,2024-07-14,30,Medium,1.0,26,11.5,8.55,460
bb popularmustard/sasive/rai,4.0,60.0,2023-07-26,2023-08-25,30,Medium,1.0,0,16.5,Product is expired,78
mtrpuliogare masala,4.2,125.0,2023-02-05,2023-03-07,30,Medium,1.0,0,16.5,Product is expired,459
bb royalorganic,4.0,988.0,2023-02-22,2023-03-24,30,Medium,1.0,0,16.5,Product is expired,136
bb royalchilli,4.0,920.0,2023-01-09,2023-02-08,30,Medium,1.0,0,16.5,Product is expired,104
tata sampannchhole,4.2,93.0,2023-04-20,2023-05-20,30,Medium,1.0,0,16.5,Product is expired,665
keyaperi peri,4.3,119.0,2024-01-03,2024-02-02,30,Medium,1.0,0,16.5,Product is expired,385
catchchhole masala,4.1,87.0,2024-12-12,2025-01-11,30,Medium,1.0,207,11.5,-2.3672370659719428e+16,209
mai rasoigaram,3.8,80.0,2023-06-22,2023-07-22,30,Low,0.0,0,19.0,Product is expired,411
catchsuper garam,4.1,85.0,2025-02-21,2025-03-23,30,Medium,1.0,278,11.5,-3.3972152775101416e+22,224
everestmasala -,4.2,332.0,2025-01-15,2025-02-14,30,Medium,1.0,241,11.5,-8.11078819472755e+19,291
tasty nibblesready,3.6,180.0,2023-02-01,2023-03-03,30,Low,0.0,0,19.0,Product is expired,652
wai waiready,3.9,165.0,2023-10-04,2023-11-03,30,Medium,1.0,0,16.5,Product is expired,725
wai waichicken,4.3,90.0,2024-09-19,2024-10-19,30,Medium,1.0,123,11.5,-1238276724.1,724
britanniatiger krunch,4.1,150.0,2024-12-10,2025-01-09,30,Medium,1.0,205,11.5,-2.7358732052406664e+16,198
tastiesjeera cookies3.91750,3.9,100.0,2024-10-10,2024-11-09,30,Medium,1.0,144,11.5,-91751258026.16,647
tastiescoconut cookies3.91818,3.9,120.0,2023-12-09,2024-01-08,30,Medium,1.0,0,16.5,Product is expired,644
tastiesmultigrain cookies3.9718,3.9,120.0,2023-03-14,2023-04-13,30,Medium,1.0,0,16.5,Product is expired,648
wai waiveg,4.3,90.0,2024-03-10,2024-04-09,30,Medium,1.0,0,16.5,Product is expired,726
tasty nibblesready,3.4,225.0,2024-03-23,2024-04-22,30,Low,0.0,0,19.0,Product is expired,652
kitchens of,4.1,260.0,2023-04-24,2023-05-24,30,Medium,1.0,0,16.5,Product is expired,387
tasty nibblesready,3.6,170.0,2023-08-10,2023-09-09,30,Low,0.0,0,19.0,Product is expired,652
gitsready to,3.8,135.0,2023-09-29,2023-10-29,30,Low,0.0,0,19.0,Product is expired,315
true elementsdark,3.3,99.0,2023-04-16,2023-05-16,30,Low,0.0,0,19.0,Product is expired,703
tastieschocochip cookies3.9866,3.9,120.0,2023-12-17,2024-01-16,30,Medium,1.0,0,16.5,Product is expired,643
tasty nibblesready,3.3,150.0,2023-04-08,2023-05-08,30,Low,0.0,0,19.0,Product is expired,652
kohinoorhyderabadi biryani,4.3,149.0,2024-07-13,2024-08-12,30,Medium,1.0,55,11.5,-2525.92,393
tasty nibblesready,3.7,150.0,2023-01-24,2023-02-23,30,Low,0.0,0,19.0,Product is expired,652
tastiesfruit nuts,3.8,120.0,2024-07-16,2024-08-15,30,Low,0.0,58,14.0,-4526.36,645
tasty nibblesready,4.2,225.0,2024-10-13,2024-11-12,30,Medium,1.0,147,11.5,-376158807491.4,652
gitsready to,4.0,135.0,2025-01-09,2025-02-08,30,Medium,1.0,235,11.5,-9.933570237054104e+18,315
gitsready to,4.0,135.0,2022-09-25,2022-10-25,30,Medium,1.0,0,16.5,Product is expired,315
tasty nibblesready,3.4,225.0,2023-12-15,2024-01-14,30,Low,0.0,0,19.0,Product is expired,652
kitchens of,4.1,260.0,2022-12-18,2023-01-17,30,Medium,1.0,0,16.5,Product is expired,387
tasty nibblesready,3.6,170.0,2022-10-07,2022-11-06,30,Low,0.0,0,19.0,Product is expired,652
tasty nibblesvegetable,3.1,125.0,2025-01-23,2025-02-22,30,Low,0.0,249,14.0,-1.8413500419801406e+20,656
gitsready to,3.8,135.0,2023-07-08,2023-08-07,30,Low,0.0,0,19.0,Product is expired,315
true elementsdark,3.3,99.0,2024-09-05,2024-10-05,30,Low,0.0,109,14.0,-100836087.08,703
tastieschocochip cookies3.9866,3.9,120.0,2024-10-24,2024-11-23,30,Medium,1.0,158,11.5,-1810580435065.9,643
tasty nibblesready,3.3,150.0,2023-10-16,2023-11-15,30,Low,0.0,0,19.0,Product is expired,652
mtrmasala -,3.8,95.0,2023-10-12,2023-11-11,30,Low,0.0,0,19.0,Product is expired,458
tasty nibblesready,3.7,150.0,2024-04-04,2024-05-04,30,Low,0.0,0,19.0,Product is expired,652
tastiesfruit nuts,3.8,120.0,2024-06-15,2024-07-15,30,Low,0.0,27,14.0,7.58,645
tasty nibblesready,4.2,225.0,2023-08-16,2023-09-15,30,Medium,1.0,0,16.5,Product is expired,652
gitsready to,3.8,135.0,2023-12-09,2024-01-08,30,Low,0.0,0,19.0,Product is expired,315
gitsready to,3.9,135.0,2023-07-25,2023-08-24,30,Medium,1.0,0,16.5,Product is expired,315
britanniatreat -,4.1,120.0,2025-04-20,2025-05-20,30,Medium,1.0,336,11.5,-5.232405323927815e+27,199
wai waiatta,4.0,140.0,2023-01-09,2023-02-08,30,Medium,1.0,0,16.5,Product is expired,723
tasty nibbleskerala,4.0,150.0,2025-02-13,2025-03-15,30,Medium,1.0,270,11.5,-1.2103869448368415e+22,651
tasty nibblessambar,3.9,120.0,2024-03-11,2024-04-10,30,Medium,1.0,0,16.5,Product is expired,653
kitchens of,3.9,260.0,2023-10-21,2023-11-20,30,Medium,1.0,0,16.5,Product is expired,387
gitsready to,3.9,135.0,2024-04-16,2024-05-16,30,Medium,1.0,0,16.5,Product is expired,315
gitsready to,3.8,160.0,2025-04-08,2025-05-08,30,Low,0.0,324,14.0,-7.704838753325224e+26,315
mtrready to,3.8,125.0,2022-12-26,2023-01-25,30,Low,0.0,0,19.0,Product is expired,461
